column_1,value,name,club,nation,position,age,link
917,"€7.50m","Mathias Normann","Dynamo Moscow",Norway,"Defensive Midfield",26,https://fminside.net/players/3-fm-23/53093975-mathias-normann
918,"€7.50m","Simone Bastoni","Spezia Calcio",Italy,"Central Midfield",26,https://fminside.net/players/3-fm-23/43124937-simone-bastoni
919,"€7.50m","Glen Kamara","Rangers FC",Finland,"Central Midfield",27,https://fminside.net/players/3-fm-23/28084932-glen-kamara
920,"€7.50m","Grischa Prömel","TSG 1899 Hoffenheim",Germany,"Central Midfield",27,https://fminside.net/players/3-fm-23/91144397-grischa-promel
921,"€7.50m","John Lundstram","Rangers FC",England,"Central Midfield",28,https://fminside.net/players/3-fm-23/28058230-john-lundstram
922,"€7.00m","Alex Scott","Bristol City",England,"Central Midfield",19,https://fminside.net/players/3-fm-23/95079228-alex-scott
923,"€7.00m","Patrick de Paula","Botafogo de Futebol e Regatas",Brazil,"Central Midfield",23,https://fminside.net/players/3-fm-23/19335628-patrick-de-paula
924,"€7.00m","Vinicius Souza","RCD Espanyol Barcelona",Brazil,"Defensive Midfield",23,https://fminside.net/players/3-fm-23/19354886-vinicius-souza
925,"€7.00m","Aníbal Moreno","Racing Club",Argentina,"Defensive Midfield",23,https://fminside.net/players/3-fm-23/14204631-anibal-moreno
926,"€7.00m","Iliman Ndiaye","Sheffield United",Senegal,"Attacking Midfield",22,https://fminside.net/players/3-fm-23/89063107-iliman-ndiaye
927,"€7.00m","Ilaix Moriba","Valencia CF",Guinea,"Central Midfield",19,https://fminside.net/players/3-fm-23/67279753-ilaix-moriba
928,"€7.00m","Gabriel Menino","Sociedade Esportiva Palmeiras",Brazil,"Central Midfield",22,https://fminside.net/players/3-fm-23/19333767-gabriel-menino
929,"€7.00m","Jhon Arias","Fluminense Football Club",Colombia,"Left Midfield",25,https://fminside.net/players/3-fm-23/76053760-jhon-arias
930,"€7.00m","Jean Lucas","AS Monaco",Brazil,"Central Midfield",24,https://fminside.net/players/3-fm-23/19328100-jean-lucas
931,"€7.00m","Lucien Agoumé","ESTAC Troyes",France,"Defensive Midfield",20,https://fminside.net/players/3-fm-23/49048461-lucien-agoume
932,"€7.00m","Giuliano Galoppo","São Paulo Futebol Clube",Argentina,"Central Midfield",23,https://fminside.net/players/3-fm-23/14219440-giuliano-galoppo
933,"€7.00m","Igor Gomes","São Paulo Futebol Clube",Brazil,"Attacking Midfield",23,https://fminside.net/players/3-fm-23/19290872-igor-gomes
934,"€7.00m","Eliot Matazo","AS Monaco",Belgium,"Central Midfield",20,https://fminside.net/players/3-fm-23/18107444-eliot-matazo
935,"€7.00m","Hidemasa Morita","Sporting CP",Japan,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/45109174-hidemasa-morita
936,"€7.00m","Fausto Vera","Sport Club Corinthians Paulista",Argentina,"Defensive Midfield",22,https://fminside.net/players/3-fm-23/14181373-fausto-vera
937,"€7.00m","Rodrigo Nestor","São Paulo Futebol Clube",Brazil,"Central Midfield",22,https://fminside.net/players/3-fm-23/19306946-rodrigo-nestor
938,"€7.00m","Nicolas Raskin","Standard Liège",Belgium,"Central Midfield",21,https://fminside.net/players/3-fm-23/18104192-nicolas-raskin
939,"€7.00m",Maycon,"Shakhtar Donetsk",Brazil,"Central Midfield",25,https://fminside.net/players/3-fm-23/19221567-maycon
940,"€7.00m","Ramiz Zerrouki","Twente Enschede FC",Algeria,"Central Midfield",24,https://fminside.net/players/3-fm-23/37055855-ramiz-zerrouki
941,"€7.00m","Daniil Utkin","FK Rostov",Russia,"Central Midfield",23,https://fminside.net/players/3-fm-23/58123749-daniil-utkin
942,"€7.00m","Pablo Rosario","OGC Nice",Netherlands,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/37057370-pablo-rosario
943,"€7.00m","Toma Basic","SS Lazio",Croatia,"Central Midfield",26,https://fminside.net/players/3-fm-23/24047067-toma-baic
944,"€7.00m","Riqui Puig","Los Angeles Galaxy",Spain,"Central Midfield",23,https://fminside.net/players/3-fm-23/67258407-riqui-puig
945,"€7.00m",Walace,"Udinese Calcio",Brazil,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/19184263-walace
946,"€7.00m","Nikola Moro","Bologna FC 1909",Croatia,"Defensive Midfield",24,https://fminside.net/players/3-fm-23/24046418-nikola-moro
947,"€7.00m","Érick Gutiérrez","PSV Eindhoven",Mexico,"Central Midfield",27,https://fminside.net/players/3-fm-23/51042308-erick-gutierrez
948,"€7.00m","Ianis Hagi","Rangers FC",Romania,"Attacking Midfield",24,https://fminside.net/players/3-fm-23/57122678-ianis-hagi
949,"€7.00m","Rifat Zhemaletdinov","Lokomotiv Moscow",Russia,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/58104534-rifat-zhemaletdinov
950,"€7.00m","Matt Grimes","Swansea City",England,"Central Midfield",27,https://fminside.net/players/3-fm-23/29086056-matt-grimes
951,"€7.00m","Aleix García","Girona FC",Spain,"Central Midfield",25,https://fminside.net/players/3-fm-23/67190888-aleix-garcia
952,"€7.00m","Josh Cullen","Burnley FC",Ireland,"Central Midfield",26,https://fminside.net/players/3-fm-23/28087685-josh-cullen
953,"€7.00m","Przemyslaw Frankowski","RC Lens",Poland,"Right Midfield",27,N/A
954,"€7.00m","Lucas Zelarayán","Columbus Crew",Armenia,"Attacking Midfield",30,https://fminside.net/players/3-fm-23/14046847-lucas-zelarayan
955,"€7.00m","Morten Thorsby","1.FC Union Berlin",Norway,"Central Midfield",26,https://fminside.net/players/3-fm-23/53098756-morten-thorsby
956,"€7.00m","Lucas Torró","CA Osasuna",Spain,"Defensive Midfield",28,https://fminside.net/players/3-fm-23/67158501-lucas-torro
957,"€7.00m","Branco van den Boomen","FC Toulouse",Netherlands,"Central Midfield",27,https://fminside.net/players/3-fm-23/37039831-branco-van-den-boomen
958,"€7.00m","Danilo Cataldi","SS Lazio",Italy,"Defensive Midfield",28,https://fminside.net/players/3-fm-23/43093936-danilo-cataldi
959,"€7.00m","Bobby Reid","Fulham FC",Jamaica,"Attacking Midfield",29,N/A
960,"€7.00m","Mario Lemina","OGC Nice",Gabon,"Defensive Midfield",29,https://fminside.net/players/3-fm-23/85104273-mario-lemina
961,"€7.00m","Fredrik Midtsjö",Galatasaray,Norway,"Central Midfield",29,N/A
962,"€7.00m","Jonjo Shelvey","Newcastle United",England,"Central Midfield",30,https://fminside.net/players/3-fm-23/28011776-jonjo-shelvey
963,"€7.00m","Dani Parejo","Villarreal CF",Spain,"Central Midfield",33,https://fminside.net/players/3-fm-23/67030707-dani-parejo
964,"€6.50m",Christian,"Esporte Clube Bahia",Brazil,"Central Midfield",22,https://fminside.net/players/3-fm-23/27010680-christian-eriksen
965,"€6.50m","Martin Baturina","GNK Dinamo Zagreb",Croatia,"Attacking Midfield",19,https://fminside.net/players/3-fm-23/24065108-martin-baturina
966,"€6.50m","Bruno Praxedes","Red Bull Bragantino",Brazil,"Attacking Midfield",20,N/A
967,"€6.50m","Luis Romo","CF Monterrey",Mexico,"Defensive Midfield",27,https://fminside.net/players/3-fm-23/51042458-luis-romo
968,"€6.50m","Santiago Ascacíbar","US Cremonese",Argentina,"Defensive Midfield",25,https://fminside.net/players/3-fm-23/14124215-santiago-ascacibar
969,"€6.50m","Uroš Račić","SC Braga",Serbia,"Defensive Midfield",24,https://fminside.net/players/3-fm-23/62189039-uro-racic
970,"€6.50m",Allan,"Clube Atlético Mineiro",Brazil,"Central Midfield",25,https://fminside.net/players/3-fm-23/85132406-allan-saint-maximin
971,"€6.50m","Selim Amallah","Standard Liège",Morocco,"Attacking Midfield",26,https://fminside.net/players/3-fm-23/18089862-selim-amallah
972,"€6.50m","Bartol Franjic","VfL Wolfsburg",Croatia,"Defensive Midfield",22,https://fminside.net/players/3-fm-23/24058104-bartol-franjic
973,"€6.50m","Gedson Fernandes","Besiktas JK",Portugal,"Central Midfield",23,https://fminside.net/players/3-fm-23/83111338-gedson-fernandes
974,"€6.50m","Víctor Guzmán","Deportivo Guadalajara",Mexico,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/51052599-victor-guzman
975,"€6.50m","Nahitan Nández","Cagliari Calcio",Uruguay,"Right Midfield",27,https://fminside.net/players/3-fm-23/78067241-nahitan-nandez
976,"€6.50m","Dorukhan Toköz",Trabzonspor,Turkey,"Central Midfield",26,https://fminside.net/players/3-fm-23/70097267-dorukhan-tokoz
977,"€6.50m","Willian Arão",Fenerbahce,Brazil,"Defensive Midfield",30,https://fminside.net/players/3-fm-23/19073567-willian-arao
978,"€6.50m","Roberto Gagliardini","Inter Milan",Italy,"Central Midfield",28,https://fminside.net/players/3-fm-23/43081390-roberto-gagliardini
979,"€6.50m","Ryan Gauld","Vancouver Whitecaps FC",Scotland,"Attacking Midfield",27,https://fminside.net/players/3-fm-23/61042729-ryan-gauld
980,"€6.50m","Alfred Duncan","ACF Fiorentina",Ghana,"Central Midfield",29,https://fminside.net/players/3-fm-23/43084308-alfred-duncan
981,"€6.50m","Wataru Endo","VfB Stuttgart",Japan,"Defensive Midfield",29,https://fminside.net/players/3-fm-23/45030953-wataru-endo
982,"€6.50m","Sérgio Oliveira",Galatasaray,Portugal,"Central Midfield",30,https://fminside.net/players/3-fm-23/55012099-sergio-oliveira
983,"€6.50m","Roberto Pereyra","Udinese Calcio",Argentina,"Central Midfield",31,https://fminside.net/players/3-fm-23/14021900-roberto-pereyra
984,"€6.00m","Ismaël Koné","Watford FC",Canada,"Central Midfield",20,https://fminside.net/players/3-fm-23/2000121309-ismael-kone
985,"€6.00m","Warren Zaïre-Emery","Paris Saint-Germain",France,"Defensive Midfield",16,https://fminside.net/players/3-fm-23/2000179712-warren-zaire-emery
986,"€6.00m","Marcelino Núñez","Norwich City",Chile,"Central Midfield",22,https://fminside.net/players/3-fm-23/75045691-marcelino-nunez
987,"€6.00m","Aimar Oroz","CA Osasuna",Spain,"Attacking Midfield",21,N/A
988,"€6.00m","Georgiy Sudakov","Shakhtar Donetsk",Ukraine,"Attacking Midfield",20,N/A
989,"€6.00m","Hannibal Mejbri","Birmingham City",Tunisia,"Attacking Midfield",19,N/A
990,"€6.00m","Alhassan Yusuf","Royal Antwerp FC",Nigeria,"Central Midfield",22,https://fminside.net/players/3-fm-23/93127168-alhassan-yusuf
991,"€6.00m","Gabriel Sara","Norwich City",Brazil,"Central Midfield",23,https://fminside.net/players/3-fm-23/19290889-gabriel-sara
992,"€6.00m","Richard Sánchez","CF América",Paraguay,"Central Midfield",26,https://fminside.net/players/3-fm-23/79030884-richard-sanchez
993,"€6.00m","Alexis Beka Beka","OGC Nice",France,"Defensive Midfield",21,https://fminside.net/players/3-fm-23/49048353-alexis-beka-beka
994,"€6.00m","Edu Expósito","RCD Espanyol Barcelona",Spain,"Central Midfield",26,https://fminside.net/players/3-fm-23/67224139-edu-exposito
995,"€6.00m","Ryan Giles","Middlesbrough FC",England,"Left Midfield",22,https://fminside.net/players/3-fm-23/29175223-ryan-giles
996,"€6.00m","Efraín Álvarez","Los Angeles Galaxy",Mexico,"Attacking Midfield",20,https://fminside.net/players/3-fm-23/20046469-efrain-alvarez
997,"€6.00m","Djordje Mihailovic","AZ Alkmaar","United States","Attacking Midfield",24,https://fminside.net/players/3-fm-23/72049175-djordje-mihailovic
998,"€6.00m","Adrián Bernabé","Parma Calcio 1913",Spain,"Central Midfield",21,https://fminside.net/players/3-fm-23/67271025-adrian-bernabe
999,"€6.00m","Tijjani Reijnders","AZ Alkmaar",Netherlands,"Central Midfield",24,https://fminside.net/players/3-fm-23/37071126-tijjani-reijnders
1000,"€75.00m","Josko Gvardiol","RB Leipzig",Croatia,Centre-Back,20,https://fminside.net/players/3-fm-23/24060473-joko-gvardiol
1001,"€75.00m","Rúben Dias","Manchester City",Portugal,Centre-Back,25,https://fminside.net/players/3-fm-23/55070299-ruben-dias
1002,"€70.00m","Reece James","Chelsea FC",England,Right-Back,23,https://fminside.net/players/3-fm-23/28108035-reece-james
1003,"€70.00m","Alphonso Davies","Bayern Munich",Canada,Left-Back,22,https://fminside.net/players/3-fm-23/20041862-alphonso-davies
1004,"€70.00m","Achraf Hakimi","Paris Saint-Germain",Morocco,Right-Back,24,https://fminside.net/players/3-fm-23/67228634-achraf-hakimi
1005,"€70.00m","Matthijs de Ligt","Bayern Munich",Netherlands,Centre-Back,23,https://fminside.net/players/3-fm-23/37055843-matthijs-de-ligt
1006,"€70.00m","Trent Alexander-Arnold","Liverpool FC",England,Right-Back,24,https://fminside.net/players/3-fm-23/28104124-trent-alexander-arnold
1007,"€70.00m","João Cancelo","Manchester City",Portugal,Right-Back,28,https://fminside.net/players/3-fm-23/55041623-joao-cancelo
1008,"€70.00m",Marquinhos,"Paris Saint-Germain",Brazil,Centre-Back,28,https://fminside.net/players/3-fm-23/19163495-marquinhos
1009,"€65.00m","Wesley Fofana","Chelsea FC",France,Centre-Back,22,https://fminside.net/players/3-fm-23/49037900-wesley-fofana
1010,"€60.00m","Nuno Mendes","Paris Saint-Germain",Portugal,Left-Back,20,https://fminside.net/players/3-fm-23/83261910-nuno-mendes
1011,"€60.00m","Ronald Araújo","FC Barcelona",Uruguay,Centre-Back,23,https://fminside.net/players/3-fm-23/78085068-ronald-araujo
1012,"€60.00m","Jules Koundé","FC Barcelona",France,Centre-Back,24,https://fminside.net/players/3-fm-23/48036304-jules-kounde
1013,"€60.00m","Éder Militão","Real Madrid",Brazil,Centre-Back,24,https://fminside.net/players/3-fm-23/19273276-eder-militao
1014,"€60.00m","Cristian Romero","Tottenham Hotspur",Argentina,Centre-Back,24,https://fminside.net/players/3-fm-23/14130029-cristian-romero
1015,"€60.00m","Dayot Upamecano","Bayern Munich",France,Centre-Back,24,https://fminside.net/players/3-fm-23/16182894-dayot-upamecano
1016,"€60.00m","Theo Hernández","AC Milan",France,Left-Back,25,https://fminside.net/players/3-fm-23/67211695-theo-hernandez
1017,"€60.00m","Milan Skriniar","Inter Milan",Slovakia,Centre-Back,27,https://fminside.net/players/3-fm-23/63013145-milan-kriniar
1018,"€55.00m","Alessandro Bastoni","Inter Milan",Italy,Centre-Back,23,https://fminside.net/players/3-fm-23/18004457-kevin-de-bruyne
1019,"€55.00m","Marc Cucurella","Chelsea FC",Spain,Left-Back,24,https://fminside.net/players/3-fm-23/67215284-marc-cucurella
1020,"€55.00m","Andrew Robertson","Liverpool FC",Scotland,Left-Back,28,https://fminside.net/players/3-fm-23/61043456-andrew-robertson
1021,"€55.00m","David Alaba","Real Madrid",Austria,Centre-Back,30,https://fminside.net/players/3-fm-23/16010162-david-alaba
1022,"€50.00m","William Saliba","Arsenal FC",France,Centre-Back,21,https://fminside.net/players/3-fm-23/49039004-william-saliba
1023,"€50.00m","Lisandro Martínez","Manchester United",Argentina,Centre-Back,24,https://fminside.net/players/3-fm-23/14167329-lisandro-martinez
1024,"€50.00m","Pau Torres","Villarreal CF",Spain,Centre-Back,25,https://fminside.net/players/3-fm-23/67217522-pau-torres
1025,"€50.00m","Fikayo Tomori","AC Milan",England,Centre-Back,25,https://fminside.net/players/3-fm-23/28097980-fikayo-tomori
1026,"€50.00m","Lucas Hernández","Bayern Munich",France,Centre-Back,26,https://fminside.net/players/3-fm-23/67197145-lucas-hernandez
1027,"€50.00m","Virgil van Dijk","Liverpool FC",Netherlands,Centre-Back,31,https://fminside.net/players/3-fm-23/37024025-virgil-van-dijk
1028,"€45.00m","Jurrien Timber","Ajax Amsterdam",Netherlands,Centre-Back,21,https://fminside.net/players/3-fm-23/37063644-jurrien-timber
1029,"€45.00m","Ben White","Arsenal FC",England,Centre-Back,25,https://fminside.net/players/3-fm-23/29107388-ben-whiteman
1030,"€40.00m",Bremer,"Juventus FC",Brazil,Centre-Back,25,https://fminside.net/players/3-fm-23/19270493-bremer
1031,"€40.00m","Benoît Badiashile","AS Monaco",France,Centre-Back,21,https://fminside.net/players/3-fm-23/49038942-benoit-badiashile
1032,"€40.00m","Gabriel Magalhães","Arsenal FC",Brazil,Centre-Back,25,N/A
1033,"€40.00m","Ferland Mendy","Real Madrid",France,Left-Back,27,https://fminside.net/players/3-fm-23/85133751-ferland-mendy
1034,"€40.00m","Presnel Kimpembe","Paris Saint-Germain",France,Centre-Back,27,https://fminside.net/players/3-fm-23/85141999-presnel-kimpembe
1035,"€40.00m","José María Giménez","Atlético de Madrid",Uruguay,Centre-Back,27,N/A
1036,"€40.00m","José Gayà","Valencia CF",Spain,Left-Back,27,https://fminside.net/players/3-fm-23/67178177-jose-gaya
1037,"€40.00m","Raphaël Varane","Manchester United",France,Centre-Back,29,https://fminside.net/players/3-fm-23/85075627-raphael-varane
1038,"€40.00m","Antonio Rüdiger","Real Madrid",Germany,Centre-Back,29,https://fminside.net/players/3-fm-23/92023410-antonio-rudiger
1039,"€38.00m","Sven Botman","Newcastle United",Netherlands,Centre-Back,22,https://fminside.net/players/3-fm-23/37063649-sven-botman
1040,"€38.00m","Ben Chilwell","Chelsea FC",England,Left-Back,26,https://fminside.net/players/3-fm-23/29128536-ben-chilwell
1041,"€38.00m","Aymeric Laporte","Manchester City",Spain,Centre-Back,28,https://fminside.net/players/3-fm-23/85085378-aymeric-laporte
1042,"€35.00m","Pierre Kalulu","AC Milan",France,Centre-Back,22,https://fminside.net/players/3-fm-23/49045184-pierre-kalulu
1043,"€35.00m","Min-jae Kim","SSC Napoli","Korea, South",Centre-Back,26,N/A
1044,"€35.00m","Marc Guéhi","Crystal Palace",England,Centre-Back,22,https://fminside.net/players/3-fm-23/28108033-marc-guehi
1045,"€35.00m","Ibrahima Konaté","Liverpool FC",France,Centre-Back,23,https://fminside.net/players/3-fm-23/48037822-ibrahima-konate
1046,"€35.00m","Benjamin Pavard","Bayern Munich",France,Right-Back,26,https://fminside.net/players/3-fm-23/85120944-benjamin-pavard
1047,"€35.00m","Robin Le Normand","Real Sociedad",France,Centre-Back,26,https://fminside.net/players/3-fm-23/48037162-robin-le-normand
1048,"€35.00m","Niklas Süle","Borussia Dortmund",Germany,Centre-Back,27,https://fminside.net/players/3-fm-23/91107360-niklas-sule
